x,output
-5.0,8.671320634729096
-4.98998998998999,8.342122508822943
-4.97997997997998,8.00693879482766
-4.96996996996997,7.666201351247171
-4.95995995995996,7.320343902990955
-4.94994994994995,6.969801541106961
-4.93993993993994,6.6150102259802175
-4.92992992992993,6.2564062945138605
-4.91991991991992,5.894425971800818
-4.90990990990991,5.529504887783466
-4.8998998998999,5.162077599388019
-4.88988988988989,4.79257711861047
-4.87987987987988,4.42143444701857
-4.86986986986987,4.049078117122574
-4.85985985985986,3.6759337410563706
-4.84984984984985,3.302423566996818
-4.83983983983984,2.92896604373728
-4.82982982982983,2.5559753938170773
-4.81981981981982,2.1838611955966
-4.80980980980981,1.813027974652211
-4.7997997997998,1.4438748048526389
-4.78978978978979,1.0767949194628168
-4.77977977977978,0.7121753326077888
-4.76976976976977,0.3503964714133982
-4.75975975975976,-0.008168180873860526
-4.74974974974975,-0.36315243050064905
-4.73973973973974,-0.7141977072831222
-4.72972972972973,-1.0609533868891214
-4.71971971971972,-1.40307710108626
-4.70970970970971,-1.7402350357310188
-4.6996996996997,-2.0721022162898333
-4.68968968968969,-2.3983627806997294
-4.67967967967968,-2.7187102393910307
-4.66966966966967,-3.0328477223116814
-4.65965965965966,-3.34048821280814
-4.64964964964965,-3.641354768233836
-4.63963963963964,-3.9351807271728187
-4.62962962962963,-4.221709903181268
-4.61961961961962,-4.500696764966409
-4.60960960960961,-4.771906602937645
-4.5995995995996,-5.035115682080517
-4.58958958958959,-5.290111381120348
-4.57957957957958,-5.536692317957084
-4.56956956956957,-5.774668461369199
-4.55955955955956,-6.0038612289991535
-4.54954954954955,-6.224103571648145
-4.53953953953954,-6.435240043923216
-4.52952952952953,-6.637126861293772
-4.51951951951952,-6.829631943629883
-4.50950950950951,-7.01263494530848
-4.4994994994995,-7.186027271987708
-4.48948948948949,-7.349712084163879
-4.47947947947948,-7.503604287638366
-4.46946946946947,-7.647630511035714
-4.45945945945946,-7.781729070526749
-4.44944944944945,-7.905849921923243
-4.43943943943944,-8.019954600323345
-4.42942942942943,-8.12401614749851
-4.41941941941942,-8.218019027224909
-4.40940940940941,-8.301959028773316
-4.3993993993994,-8.375843158782526
-4.38938938938939,-8.439689521752284
-4.37937937937938,-8.493527189401545
-4.36936936936937,-8.537396059148284
-4.35935935935936,-8.571346701976239
-4.34934934934935,-8.59544019996323
-4.33933933933934,-8.609747973754601
-4.32932932932933,-8.614351600273354
-4.31931931931932,-8.609342620966803
-4.3093093093093096,-8.594822340896897
-4.2992992992992995,-8.570901618988508
-4.2892892892892895,-8.537700649756772
-4.2792792792792795,-8.495348736840679
-4.2692692692692695,-8.44398405867606
-4.2592592592592595,-8.38375342664651
-4.2492492492492495,-8.314812036055741
-4.2392392392392395,-8.237323210269393
-4.2292292292292295,-8.151458138378558
-4.2192192192192195,-8.057395606740808
-4.2092092092092095,-7.95532172475787
-4.1991991991991995,-7.845429645251925
-4.1891891891891895,-7.72791927980481
-4.1791791791791795,-7.6029970094264865
-4.1691691691691695,-7.470875390920557
-4.1591591591591595,-7.3317728593158185
-4.1491491491491495,-7.18591342673354
-4.1391391391391394,-7.033526378060273
-4.129129129129129,-6.87484596379615
-4.119119119119119,-6.710111090447766
-4.109109109109109,-6.539565008833992
-4.099099099099099,-6.363455000671739
-4.089089089089089,-6.182032063806693
-4.079079079079079,-5.995550596452294
-4.069069069069069,-5.804268080797348
-4.059059059059059,-5.6084447663399715
-4.049049049049049,-5.40834335330239
-4.039039039039039,-5.204228676477137
-4.029029029029029,-4.9963673898517325
-4.019019019019019,-4.785027652354119
-4.009009009009009,-4.570478815056751
-3.998998998998999,-4.352991110172315
-3.988988988988989,-4.132835342168408
-3.978978978978979,-3.9102825813232718
-3.968968968968969,-3.6856038600384813
-3.958958958958959,-3.459069872218549
-3.948948948948949,-3.230950676020557
-3.938938938938939,-3.00151540027046
-3.928928928928929,-2.7710319548356934
-3.918918918918919,-2.539766745236053
-3.908908908908909,-2.307984391767903
-3.898898898898899,-2.075947453408422
-3.888888888888889,-1.843916156758996
-3.878878878878879,-1.6121481302787135
-3.868868868868869,-1.380898144050137
-3.858858858858859,-1.1504178553116007
-3.848848848848849,-0.9209555599809062
-3.838838838838839,-0.6927559503868111
-3.828828828828829,-0.4660598794156494
-3.818818818818819,-0.24110413127082234
-3.808808808808809,-0.018121199034237305
-3.798798798798799,0.20266093079132078
-3.7887887887887888,0.4210189865890163
-3.7787787787787788,0.636734612623757
-3.7687687687687688,0.8495945625768501
-3.7587587587587588,1.0593908854785496
-3.7487487487487487,1.2659211039080163
-3.7387387387387387,1.468988384339686
-3.7287287287287287,1.6684016995249815
-3.7187187187187187,1.8639759828086357
-3.7087087087087087,2.0555322742882542
-3.6986986986986987,2.2428978587363098
-3.6886886886886887,2.4259063952133393
-3.6786786786786787,2.6043980383110474
-3.6686686686686687,2.7782195509742986
-3.6586586586586587,2.947224408860271
-3.6486486486486487,3.1112728962034133
-3.6386386386386387,3.270232193164252
-3.6286286286286287,3.423976454649753
-3.6186186186186187,3.5723868806029038
-3.6086086086086087,3.715351777768128
-3.5985985985985987,3.8527666129490736
-3.5885885885885886,3.9845340577842783
-3.5785785785785786,4.110564025075375
-3.5685685685685686,4.2307736967118466
-3.5585585585585586,4.345087543244773
-3.5485485485485486,4.453437335171199
-3.5385385385385386,4.555762145999089
-3.5285285285285286,4.652008347171242
-3.5185185185185186,4.742129594935086
-3.5085085085085086,4.826086809252925
-3.4984984984984986,4.903848144855536
-3.4884884884884886,4.975388954549403
-3.4784784784784786,5.040691744895486
-3.4684684684684686,5.099746124384831
-3.4584584584584586,5.152548744243154
-3.4484484484484486,5.199103232003706
-3.4384384384384385,5.239420117994119
-3.4284284284284285,5.273516754889473
-3.4184184184184185,5.301417230490023
-3.4084084084084085,5.323152273887881
-3.3983983983983985,5.3387591551927445
-3.388388388388388,5.348281578992182
-3.378378378378378,5.35176957172716
-3.368368368368368,5.3492793631685585
-3.358358358358358,5.340873262184987
-3.348348348348348,5.32661952699679
-3.338338338338338,5.306592230115191
-3.328328328328328,5.280871118169562
-3.318318318318318,5.249541466829353
-3.308308308308308,5.212693931030707
-3.298298298298298,5.170424390720802
-3.288288288288288,5.122833792335919
-3.278278278278278,5.07002798623177
-3.268268268268268,5.012117560286909
-3.258258258258258,4.949217669902199
-3.248248248248248,4.881447864620947
-3.238238238238238,4.808931911596007
-3.228228228228228,4.731797616131215
-3.218218218218218,4.650176639525644
-3.208208208208208,4.564204314449865
-3.198198198198198,4.47401945808374
-3.188188188188188,4.379764183245673
-3.178178178178178,4.281583707742996
-3.168168168168168,4.179626162172955
-3.158158158158158,4.074042396403228
-3.148148148148148,3.964985784959938
-3.138138138138138,3.852612031550295
-3.128128128128128,3.737078972945468
-3.118118118118118,3.618546382447905
-3.108108108108108,3.4971757731655484
-3.098098098098098,3.37313020131321
-3.088088088088088,3.246574069759465
-3.078078078078078,3.1176729320346226
-3.068068068068068,2.986593297012923
-3.058058058058058,2.8535024344792004
-3.048048048048048,2.7185681817869956
-3.038038038038038,2.581958751812135
-3.028028028028028,2.443842542402015
-3.018018018018018,2.3043879475173497
-3.008008008008008,2.1637631702593567
-2.997997997997998,2.022136037971056
-2.987987987987988,1.879673819597586
-2.977977977977978,1.7365430454856874
-2.967967967967968,1.5929093297982528
-2.957957957957958,1.448937195715196
-2.947947947947948,1.304789903586819
-2.937937937937938,1.160629282201349
-2.9279279279279278,1.0166155633228249
-2.9179179179179178,0.8729072196505846
-2.9079079079079078,0.7296608063463152
-2.8978978978978978,0.5870308062689322
-2.8878878878878878,0.445169479052459
-2.8778778778778777,0.3042267141560531
-2.8678678678678677,0.1643498880098854
-2.8578578578578577,0.025683725374802045
-2.8478478478478477,-0.11162983497241964
-2.8378378378378377,-0.2474517701219168
-2.8278278278278277,-0.3816460983817727
-2.8178178178178177,-0.5140800000030872
-2.8078078078078077,-0.644623933191017
-2.7977977977977977,-0.7731517453200814
-2.7877877877877877,-0.8995407792777697
-2.7777777777777777,-1.0236719748670577
-2.7677677677677677,-1.145429965204351
-2.7577577577577577,-1.2647031680555871
-2.7477477477477477,-1.3813838720596439
-2.7377377377377377,-1.4953683177940171
-2.7277277277277276,-1.6065567736442845
-2.7177177177177176,-1.7148536064447764
-2.7077077077077076,-1.8201673468640256
-2.6976976976976976,-1.9224107495148814
-2.6876876876876876,-2.0215008477748846
-2.6776776776776776,-2.117359003308863
-2.6676676676676676,-2.2099109502914605
-2.6576576576576576,-2.299086834333206
-2.6476476476476476,-2.384821246119806
-2.6376376376376376,-2.4670532497797737
-2.6276276276276276,-2.545726406001553
-2.6176176176176176,-2.62078878992668
-2.6076076076076076,-2.6921930038511217
-2.5975975975975976,-2.759896184772493
-2.5875875875875876,-2.8238600068259836
-2.5775775775775776,-2.8840506786572977
-2.5675675675675675,-2.940438935785922
-2.5575575575575575,-2.993000028017043
-2.5475475475475475,-3.0417137019655183
-2.5375375375375375,-3.0865641787598834
-2.5275275275275275,-3.1275401269992424
-2.5175175175175175,-3.1646346310403306
-2.5075075075075075,-3.1978451546964433
-2.4974974974974975,-3.227173500434324
-2.4874874874874875,-3.252625764159075
-2.4774774774774775,-3.274212285681334
-2.4674674674674675,-3.291947594964656
-2.4574574574574575,-3.3058503542548814
-2.4474474474474475,-3.3159432961967488
-2.4374374374374375,-3.322253158046438
-2.4274274274274275,-3.3248106120920187
-2.4174174174174174,-3.3236501923968103
-2.4074074074074074,-3.318810217983666
-2.3973973973973974,-3.3103327125809097
-2.3873873873873874,-3.2982633210533256
-2.3773773773773774,-3.2826512226439992
-2.3673673673673674,-3.2635490411551484
-2.3573573573573574,-3.2410127521981633
-2.3473473473473474,-3.2151015876450653
-2.3373373373373374,-3.185877937415356
-2.3273273273273274,-3.153407248733885
-2.3173173173173174,-3.1177579229967876
-2.3073073073073074,-3.079001210383867
-2.2972972972972974,-3.0372111023569026
-2.2872872872872874,-2.9924642221843145
-2.2772772772772774,-2.9448397136334474
-2.2672672672672673,-2.8944191279723066
-2.2572572572572573,-2.841286309423107
-2.2472472472472473,-2.785527279210242
-2.2372372372372373,-2.727230118345449
-2.2272272272272273,-2.666484849292937
-2.2172172172172173,-2.6033833166570273
-2.2072072072072073,-2.538019067034572
-2.1971971971971973,-2.4704872281738757
-2.1871871871871873,-2.4008843875812427
-2.1771771771771773,-2.329308470715469
-2.1671671671671673,-2.2558586189096443
-2.1571571571571573,-2.1806350671585624
-2.1471471471471473,-2.1037390219088072
-2.1371371371371373,-2.025272538987191
-2.1271271271271273,-1.9453384018017592
-2.1171171171171173,-1.8640399999478938
-2.1071071071071072,-1.7814812083503035
-2.0970970970970972,-1.6977662670697868
-2.0870870870870872,-1.6129996619016091
-2.0770770770770772,-1.527286005890241
-2.067067067067067,-1.4407299218828955
-2.057057057057057,-1.3534359262419504
-2.047047047047047,-1.265508313833876
-2.037037037037037,-1.1770510444096423
-2.027027027027027,-1.0881676304889731
-2.017017017017017,-0.9989610268579513
-2.007007007007007,-0.9095335217866293
-1.9969969969969972,-0.8199866300703385
-1.9869869869869872,-0.7304209879952849
-1.9769769769769772,-0.640936250325952
-1.9669669669669672,-0.5516309894085474
-1.9569569569569571,-0.4626025964814768
-1.9469469469469471,-0.3739471852804635
-1.9369369369369371,-0.28575949802252276
-1.9269269269269271,-0.198132813849473
-1.9169169169169171,-0.11115885980821297
-1.9069069069069071,-0.024927724441324815
-1.8968968968968971,0.06047222594202167
-1.886886886886887,0.1449544282485615
-1.876876876876877,0.22843420077427884
-1.866866866866867,0.3108288185097207
-1.856856856856857,0.3920575855222486
-1.846846846846847,0.47204190436394633
-1.836836836836837,0.5507053424577154
-1.826826826826827,0.6279736954179637
-1.816816816816817,0.703775047266052
-1.806806806806807,0.7780398275045898
-1.796796796796797,0.8507008650184674
-1.7867867867867866,0.9216934387743673
-1.7767767767767766,0.990955325294341
-1.7667667667667666,1.058426842882881
-1.7567567567567566,1.1240508925906558
-1.7467467467467466,1.1877729959019678
-1.7367367367367366,1.249541329136687
-1.7267267267267266,1.3093067545611878
-1.7167167167167166,1.3670228482065048
-1.7067067067067065,1.422645924395638
-1.6966966966966965,1.4761350569855074
-1.6866866866866865,1.5274520973327195
-1.6766766766766765,1.576561688995812
-1.6666666666666665,1.6234312791901473
-1.6566566566566565,1.6680311270151038
-1.6466466466466465,1.7103343084765383
-1.6366366366366365,1.7503167183308934
-1.6266266266266265,1.787957068780542
-1.6166166166166165,1.8232368850531802
-1.6066066066066065,1.8561404979012273
-1.5965965965965965,1.8866550330602183
-1.5865865865865865,1.914770397708201
-1.5765765765765765,1.9404792639710373
-1.5665665665665665,1.9637770495213542
-1.5565565565565564,1.9846618953216395
-1.5465465465465464,2.0031346405646357
-1.5365365365365364,2.0191987948667887
-1.5265265265265264,2.0328605077729796
-1.5165165165165164,2.044128535633202
-1.5065065065065064,2.0530142059141303
-1.4964964964964964,2.059531379010771
-1.4864864864864864,2.063696407625502
-1.4764764764764764,2.0655280937838474
-1.4664664664664664,2.0650476435582537
-1.4564564564564564,2.062278619572987
-1.4464464464464464,2.0572468913649895
-1.4364364364364364,2.049980583677183
-1.4264264264264264,2.0405100227622333
-1.4164164164164164,2.0288676807762234
-1.4064064064064064,2.015088118343018
-1.3963963963963963,1.9992079253713242
-1.3863863863863863,1.9812656602075691
-1.3763763763763763,1.9613017872087608
-1.3663663663663663,1.9393586128203826
-1.3563563563563563,1.9154802202452106
-1.3463463463463463,1.8897124027896373
-1.3363363363363363,1.8621025959747002
-1.3263263263263263,1.8326998084995099
-1.3163163163163163,1.8015545521451835
-1.3063063063063063,1.76871877070767
-1.2962962962962963,1.7342457680480803
-1.2862862862862863,1.698190135349203
-1.2762762762762763,1.6606076776669036
-1.2662662662662663,1.6215553398649998
-1.2562562562562563,1.5810911320220038
-1.2462462462462462,1.539274054397838
-1.2362362362362362,1.4961640220482282
-1.2262262262262262,1.4518217891740113
-1.2162162162162162,1.406308873292008
-1.2062062062062062,1.3596874793134472
-1.1961961961961962,1.312020423615189
-1.1861861861861862,1.2633710581881283
-1.1761761761761762,1.213803194946264
-1.1661661661661662,1.1633810302788699
-1.1561561561561562,1.1121690699271631
-1.1461461461461462,1.060232054265642
-1.1361361361361362,1.007634884067059
-1.1261261261261262,0.9544425468286484
-1.1161161161161162,0.9007200437358333
-1.1061061061061062,0.8465323173381837
-1.0960960960960962,0.7919441800108409
-1.0860860860860861,0.7370202432730419
-1.0760760760760761,0.6818248480336999
-1.0660660660660661,0.6264219958322667
-1.0560560560560561,0.5708752811413415
-1.0460460460460461,0.5152478247956125
-1.0360360360360361,0.459602208609862
-1.026026026026026,0.40400041124679464
-1.016016016016016,0.3485037453934568
-1.006006006006006,0.29317279630299964
-0.9959959959959956,0.23806736175641682
-0.9859859859859856,0.18324639349682506
-0.9759759759759756,0.12876794018660648
-0.9659659659659656,0.07468909193565713
-0.9559559559559556,0.02106592644665685
-0.9459459459459456,-0.03204654317892949
-0.9359359359359356,-0.0845944189326804
-0.9259259259259256,-0.13652496664977684
-0.9159159159159156,-0.18778666298147698
-0.9059059059059056,-0.23832924055505736
-0.8958958958958956,-0.2881037312891285
-0.8858858858858856,-0.33706250783457514
-0.8758758758758756,-0.38515932311378837
-0.8658658658658656,-0.43234934793320273
-0.8558558558558556,-0.478589206646565
-0.8458458458458455,-0.5238370108487493
-0.8358358358358355,-0.5680523910822984
-0.8258258258258255,-0.6111965265412933
-0.8158158158158155,-0.6532321727594936
-0.8058058058058055,-0.6941236872720815
-0.7957957957957955,-0.7338370532427015
-0.7857857857857855,-0.7723399010498049
-0.7757757757757755,-0.809601527828672
-0.7657657657657655,-0.8455929149677545
-0.7557557557557555,-0.8802867435602896
-0.7457457457457455,-0.9136574078143946
-0.7357357357357355,-0.9456810264270761
-0.7257257257257255,-0.9763354519298035
-0.7157157157157155,-1.0056002780154794
-0.7057057057057055,-1.0334568448587598
-0.6956956956956954,-1.0598882424438192
-0.6856856856856854,-1.0848793119156983
-0.6756756756756754,-1.1084166449734207
-0.6656656656656654,-1.1304885813250678
-0.6556556556556554,-1.1510852042269224
-0.6456456456456454,-1.1701983341307352
-0.6356356356356354,-1.1878215204650031
-0.6256256256256254,-1.203950031577973
-0.6156156156156154,-1.2185808428718532
-0.6056056056056054,-1.2317126231594218
-0.5955955955955954,-1.243345719275891
-0.5855855855855854,-1.2534821389804929
-0.5755755755755754,-1.2621255321838134
-0.5655655655655654,-1.2692811705383946
-0.5555555555555554,-1.2749559254315734
-0.5455455455455454,-1.2791582444209144
-0.5355355355355353,-1.281898126153915
-0.5255255255255253,-1.2831870938149341
-0.5155155155155153,-1.2830381671435012
-0.5055055055055053,-1.2814658330693114
-0.4954954954954953,-1.2784860150102986
-0.4854854854854853,-1.2741160408811896
-0.4754754754754753,-1.2683746098609239
-0.4654654654654653,-1.2612817579681983
-0.4554554554554553,-1.2528588224952422
-0.4454454454454453,-1.243128405350691
-0.4354354354354353,-1.2321143353631394
-0.4254254254254253,-1.2198416295975816
-0.41541541541541527,-1.2063364537375358
-0.40540540540540526,-1.1916260815861608
-0.39539539539539525,-1.1757388537401035
-0.38538538538538525,-1.158704135490227
-0.37537537537537524,-1.140552274003662
-0.36536536536536524,-1.1213145548418988
-0.35535535535535523,-1.1010231578698166
-0.3453453453453452,-1.0797111126106864
-0.3353353353353352,-1.057412253102246
-0.3253253253253252,-1.0341611723089463
-0.3153153153153152,-1.0099931761454273
-0.3053053053053052,-0.9849442371661451
-0.2952952952952952,-0.9590509479759135
-0.2852852852852852,-0.9323504744158738
-0.2752752752752752,-0.9048805085791275
-0.26526526526526517,-0.8766792217098968
-0.25525525525525516,-0.8477852170396927
-0.24524524524524516,-0.8182374826134857
-0.23523523523523515,-0.7880753441583772
-0.22522522522522515,-0.7573384180466833
-0.21521521521521514,-0.7260665644047326
-0.20520520520520513,-0.6942998404180004
-0.19519519519519513,-0.6620784538824809
-0.18518518518518512,-0.6294427170514287
-0.1751751751751751,-0.5964330008257867
-0.1651651651651651,-0.563089689335745
-0.1551551551551551,-0.5294531349599841
-0.1451451451451451,-0.4955636138281869
-0.1351351351351351,-0.4614612818514323
-0.12512512512512508,-0.4271861313240363
-0.11511511511511507,-0.39277794813934996
-0.10510510510510507,-0.3582762696609118
-0.09509509509509506,-0.3237203432892136
-0.08508508508508505,-0.28914908576316567
-0.07507507507507505,-0.2546010432341424
-0.06506506506506504,-0.22011435214925293
-0.055055055055055035,-0.18572670097921884
-0.04504504504504503,-0.15147529282494904
-0.03503503503503502,-0.11739680893558875
-0.025025025025025016,-0.08352737316947949
-0.01501501501501501,-0.04990251742810557
-0.005005005005005003,-0.016557148091725534
0.005005005005005003,0.0164744865160144
0.01501501501501501,0.04915882760860058
0.025025025025025016,0.08146303633785137
0.03503503503503502,0.1133550230927839
0.04504504504504503,0.14480347567458887
0.055055055055055035,0.1757778863276177
0.06506506506506504,0.20624857760775706
0.07507507507507505,0.23618672707104094
0.08508508508508505,0.2655643907668341
0.09509509509509506,0.2943545255214018
0.10510510510510507,0.3225310099991671
0.11511511511511507,0.3500686645304395
0.12512512512512508,0.37694326969588154
0.1351351351351351,0.4031315836594577
0.1451451451451451,0.42861135824308066
0.1551551551551551,0.453361353737636
0.1651651651651651,0.47736135244652284
0.1751751751751751,0.5005921709592942
0.18518518518518512,0.5230356711544133
0.19519519519519513,0.5446747699315672
0.20520520520520513,0.565493447675379
0.21521521521521514,0.5854767554537599
0.22522522522522515,0.6046108209555054
0.23523523523523515,0.6228828531731017
0.24524524524524516,0.6402811458380374
0.25525525525525516,0.6567950796172325
0.26526526526526517,0.6724151230804837
0.2752752752752752,0.687132832450092
0.2852852852852852,0.7009408501450819
0.2952952952952952,0.7138329021336326
0.3053053053053052,0.7258037941085336
0.3153153153153152,0.7368494065016344
0.3253253253253252,0.746966688354388
0.3353353353353352,0.7561536500626895
0.3453453453453452,0.7644093550152792
0.35535535535535523,0.7717339101460161
0.36536536536536524,0.7781284554213324
0.37537537537537524,0.7835951522851479
0.38538538538538525,0.7881371710844643
0.39539539539539525,0.7917586774997525
0.40540540540540526,0.7944648180051171
0.41541541541541527,0.7962617043840493
0.4254254254254253,0.7971563973273695
0.4354354354354353,0.7971568891407182
0.4454454454454453,0.7962720855896668
0.4554554554554553,0.7945117869111995
0.4654654654654653,0.7918866680209615
0.4754754754754753,0.7884082579462578
0.4854854854854853,0.784088918515361
0.4954954954954953,0.778941822334199
0.5055055055055053,0.7729809300819794
0.5155155155155153,0.7662209671577505
0.5255255255255253,0.7586773997102926
0.5355355355355353,0.7503664100841128
0.5455455455455454,0.7413048717146155
0.5555555555555554,0.7315103235058247
0.5655655655655654,0.721000943724262
0.5755755755755754,0.7097955234427938
0.5855855855855854,0.6979134395684209
0.5955955955955954,0.68537462748811
0.6056056056056054,0.6721995533668496
0.6156156156156154,0.6584091861321588
0.6256256256256254,0.6440249691792829
0.6356356356356354,0.6290687918312847
0.6456456456456454,0.6135629605881652
0.6556556556556554,0.5975301701990451
0.6656656656656654,0.5809934745912951
0.6756756756756754,0.5639762576903268
0.6856856856856854,0.5465022041635375
0.6956956956956954,0.5285952701216539
