x,output
-5.0,98.8
-4.988988988988989,98.41830589348109
-4.977977977977978,98.03738773808843
-4.966966966966967,97.65724553382212
-4.955955955955956,97.27787928068207
-4.944944944944945,96.89928897866837
-4.933933933933934,96.52147462778096
-4.922922922922923,96.14443622801981
-4.911911911911912,95.76817377938501
-4.900900900900901,95.39268728187646
-4.88988988988989,95.01797673549426
-4.878878878878879,94.64404214023834
-4.867867867867868,94.27088349610872
-4.856856856856857,93.8985008031054
-4.8458458458458455,93.52689406122839
-4.834834834834835,93.15606327047767
-4.823823823823824,92.7860084308533
-4.812812812812813,92.41672954235516
-4.801801801801802,92.04822660498337
-4.7907907907907905,91.68049961873785
-4.77977977977978,91.31354858361865
-4.768768768768769,90.94737349962577
-4.757757757757758,90.58197436675914
-4.746746746746747,90.21735118501887
-4.7357357357357355,89.85350395440484
-4.724724724724725,89.49043267491716
-4.713713713713714,89.12813734655579
-4.702702702702703,88.76661796932068
-4.691691691691692,88.4058745432119
-4.68068068068068,88.04590706822938
-4.66966966966967,87.68671554437321
-4.658658658658658,87.3282999716433
-4.647647647647648,86.97066035003974
-4.636636636636637,86.61379667956244
-4.625625625625625,86.25770896021146
-4.614614614614615,85.9023971919868
-4.603603603603603,85.54786137488838
-4.592592592592593,85.19410150891633
-4.581581581581582,84.84111759407055
-4.57057057057057,84.48890963035107
-4.55955955955956,84.1374776177579
-4.548548548548548,83.78682155629102
-4.5375375375375375,83.43694144595047
-4.526526526526527,83.0878372867362
-4.515515515515515,82.7395090786482
-4.504504504504505,82.39195682168656
-4.493493493493493,82.04518051585117
-4.4824824824824825,81.69918016114211
-4.471471471471472,81.35395575755938
-4.46046046046046,81.0095073051029
-4.44944944944945,80.66583480377275
-4.438438438438438,80.32293825356888
-4.4274274274274275,79.98081765449133
-4.416416416416417,79.63947300654009
-4.405405405405405,79.29890430971511
-4.394394394394395,78.95911156401648
-4.383383383383383,78.62009476944411
-4.372372372372372,78.28185392599808
-4.361361361361361,77.9443890336783
-4.35035035035035,77.60770009248488
-4.33933933933934,77.27178710241775
-4.328328328328328,76.93665006347688
-4.317317317317317,76.60228897566235
-4.306306306306306,76.2687038389741
-4.295295295295295,75.93589465341218
-4.2842842842842845,75.60386141897654
-4.273273273273273,75.2726041356672
-4.262262262262262,74.94212280348417
-4.251251251251251,74.61241742242741
-4.24024024024024,74.283487992497
-4.2292292292292295,73.95533451369289
-4.218218218218218,73.62795698601504
-4.207207207207207,73.30135540946353
-4.196196196196196,72.97552978403829
-4.185185185185185,72.65048010973936
-4.1741741741741745,72.32620638656675
-4.163163163163163,72.00270861452042
-4.152152152152152,71.6799867936004
-4.141141141141141,71.35804092380668
-4.13013013013013,71.03687100513928
-4.119119119119119,70.71647703759817
-4.108108108108108,70.39685902118335
-4.097097097097097,70.07801695589484
-4.086086086086086,69.75995084173262
-4.075075075075075,69.44266067869671
-4.064064064064064,69.12614646678712
-4.053053053053053,68.8104082060038
-4.042042042042042,68.49544589634681
-4.031031031031031,68.18125953781609
-4.02002002002002,67.8678491304117
-4.009009009009009,67.55521467413361
-3.997997997997998,67.24335616898179
-3.986986986986987,66.9322736149563
-3.975975975975976,66.62196701205711
-3.964964964964965,66.31243636028421
-3.953953953953954,66.00368165963762
-3.942942942942943,65.69570291011733
-3.931931931931932,65.38850011172335
-3.920920920920921,65.08207326445566
-3.90990990990991,64.77642236831426
-3.898898898898899,64.47154742329917
-3.8878878878878878,64.16744842941038
-3.876876876876877,63.86412538664791
-3.8658658658658656,63.56157829501172
-3.854854854854855,63.25980715450185
-3.843843843843844,62.95881196511827
-3.8328328328328327,62.658592726860995
-3.821821821821822,62.359149439730025
-3.8108108108108105,62.060482103725334
-3.7997997997998,61.76259071884698
-3.7887887887887888,61.4654752850949
-3.7777777777777777,61.169135802469135
-3.766766766766767,60.873572270969674
-3.7557557557557555,60.57878469059649
-3.744744744744745,60.28477306134964
-3.7337337337337337,59.99153738322907
-3.7227227227227226,59.69907765623481
-3.711711711711712,59.407393880366854
-3.7007007007007005,59.11648605562519
-3.68968968968969,58.826354182009844
-3.6786786786786787,58.536998259520786
-3.6676676676676676,58.24841828815803
-3.656656656656657,57.960614267921585
-3.6456456456456454,57.67358619881142
-3.6346346346346348,57.38733408082757
-3.6236236236236237,57.10185791397003
-3.6126126126126126,56.81715769823877
-3.601601601601602,56.533233433633846
-3.5905905905905904,56.25008512015518
-3.5795795795795797,55.96771275780285
-3.5685685685685686,55.68611634657681
-3.5575575575575575,55.40529588647707
-3.546546546546547,55.12525137750364
-3.5355355355355353,54.845982819656484
-3.5245245245245247,54.56749021293566
-3.5135135135135136,54.28977355734112
-3.5025025025025025,54.01283285287289
-3.4914914914914914,53.73666809953096
-3.4804804804804803,53.461279297315336
-3.4694694694694697,53.186666446226006
-3.4584584584584586,52.91282954626298
-3.4474474474474475,52.639768597426254
-3.4364364364364364,52.367483599715825
-3.4254254254254253,52.095974553131704
-3.4144144144144146,51.8252414576739
-3.4034034034034035,51.55528431334237
-3.3923923923923924,51.286103120137156
-3.3813813813813813,51.017697878058236
-3.3703703703703702,50.750068587105616
-3.3593593593593596,50.48321524727931
-3.348348348348348,50.21713785857929
-3.3373373373373374,49.95183642100559
-3.3263263263263263,49.68731093455818
-3.315315315315315,49.42356139923707
-3.3043043043043046,49.16058781504228
-3.293293293293293,48.89839018197375
-3.2822822822822824,48.636968500031564
-3.2712712712712713,48.37632276921566
-3.26026026026026,48.11645298952606
-3.2492492492492495,47.85735916096277
-3.238238238238238,47.59904128352576
-3.2272272272272273,47.34149935721507
-3.2162162162162162,47.08473338203068
-3.205205205205205,46.828743357972584
-3.1941941941941945,46.573529285040806
-3.183183183183183,46.3190911632353
-3.1721721721721723,46.06542899255612
-3.161161161161161,45.81254277300323
-3.15015015015015,45.560432504576646
-3.1391391391391394,45.309098187276376
-3.128128128128128,45.05853982110238
-3.1171171171171173,44.8087574060547
-3.106106106106106,44.55975094213333
-3.095095095095095,44.31152042933825
-3.0840840840840844,44.064065867669484
-3.073073073073073,43.81738725712699
-3.062062062062062,43.57148459771082
-3.051051051051051,43.326357889420954
-3.04004004004004,43.08200713225738
-3.0290290290290294,42.83843232622012
-3.018018018018018,42.59563347130914
-3.007007007007007,42.353610567524484
-2.995995995995996,42.11236361486612
-2.984984984984985,41.871892613334055
-2.973973973973974,41.63219756292829
-2.962962962962963,41.39327846364883
-2.951951951951952,41.15513531549568
-2.940940940940941,40.917768118468814
-2.92992992992993,40.681176872568265
-2.918918918918919,40.445361577794
-2.9079079079079078,40.210322234146055
-2.896896896896897,39.976058841624415
-2.885885885885886,39.74257140022906
-2.874874874874875,39.509859909960014
-2.863863863863864,39.27792437081726
-2.8528528528528527,39.046764782800814
-2.841841841841842,38.816381145910675
-2.830830830830831,38.58677346014684
-2.81981981981982,38.3579417255093
-2.808808808808809,38.129885941998054
-2.7977977977977977,37.90260610961311
-2.7867867867867866,37.67610222835447
-2.775775775775776,37.45037429822215
-2.764764764764765,37.225422319216115
-2.7537537537537538,37.00124629133638
-2.7427427427427427,36.77784621458295
-2.7317317317317316,36.55522208895582
-2.720720720720721,36.333373914455
-2.70970970970971,36.112301691080475
-2.6986986986986987,35.89200541883225
-2.6876876876876876,35.67248509771032
-2.6766766766766765,35.453740727714695
-2.665665665665666,35.235772308845384
-2.6546546546546548,35.018579841102365
-2.6436436436436437,34.80216332448565
-2.6326326326326326,34.58652275899523
-2.6216216216216215,34.37165814463112
-2.610610610610611,34.15756948139331
-2.5995995995995997,33.9442567692818
-2.5885885885885886,33.731720008296584
-2.5775775775775776,33.519959198437675
-2.5665665665665665,33.30897433970507
-2.5555555555555554,33.09876543209876
-2.5445445445445447,32.889332475618765
-2.5335335335335336,32.680675470265065
-2.5225225225225225,32.47279441603766
-2.5115115115115114,32.26568931293656
-2.5005005005005003,32.05936016096176
-2.4894894894894897,31.85380696011327
-2.4784784784784786,31.649029710391073
-2.4674674674674675,31.44502841179518
-2.4564564564564564,31.24180306432559
-2.4454454454454453,31.039353667982297
-2.4344344344344346,30.83768022276531
-2.4234234234234235,30.63678272867462
-2.4124124124124124,30.43666118571024
-2.4014014014014013,30.237315593872154
-2.3903903903903903,30.03874595316037
-2.3793793793793796,29.84095226357489
-2.3683683683683685,29.643934525115714
-2.3573573573573574,29.44769273778283
-2.3463463463463463,29.252226901576254
-2.335335335335335,29.057537016495974
-2.3243243243243246,28.86362308254201
-2.3133133133133135,28.670485099714334
-2.3023023023023024,28.478123068012962
-2.2912912912912913,28.28653698743789
-2.28028028028028,28.09572685798912
-2.269269269269269,27.90569267966665
-2.2582582582582584,27.716434452470494
-2.2472472472472473,27.52795217640063
-2.2362362362362362,27.340245851457066
-2.225225225225225,27.1533154776398
-2.214214214214214,26.967161054948843
-2.2032032032032034,26.78178258338419
-2.1921921921921923,26.59718006294583
-2.181181181181181,26.413353493633775
-2.17017017017017,26.23030287544802
-2.159159159159159,26.04802820838857
-2.1481481481481484,25.866529492455424
-2.1371371371371373,25.685806727648572
-2.126126126126126,25.505859913968028
-2.115115115115115,25.326689051413776
-2.104104104104104,25.148294139985833
-2.0930930930930933,24.970675179684196
-2.0820820820820822,24.793832170508853
-2.071071071071071,24.61776511245981
-2.06006006006006,24.442474005537072
-2.049049049049049,24.26795884974063
-2.038038038038038,24.094219645070492
-2.027027027027027,23.921256391526665
-2.016016016016016,23.749069089109135
-2.005005005005005,23.5776577378179
-1.993993993993994,23.40702233765297
-1.9829829829829828,23.23716288861434
-1.9719719719719722,23.068079390702017
-1.960960960960961,22.899771843915993
-1.94994994994995,22.732240248256264
-1.9389389389389389,22.565484603722844
-1.9279279279279278,22.39950491031572
