x,y,output
-3.0,-3.0,-16.2
-2.8,-3.0,-12.666399999999996
-2.6,-3.0,-9.603200000000001
-2.4,-3.0,-6.976799999999998
-2.2,-3.0,-4.753600000000001
-2.0,-3.0,-2.8999999999999995
-1.7999999999999998,-3.0,-1.3823999999999979
-1.5999999999999999,-3.0,-0.1671999999999989
-1.4,-3.0,0.7792000000000008
-1.2,-3.0,1.4904000000000004
-1.0,-3.0,2.0
-0.7999999999999998,-3.0,2.3416000000000006
-0.5999999999999996,-3.0,2.5488000000000004
-0.3999999999999999,-3.0,2.6552000000000002
-0.19999999999999973,-3.0,2.6944000000000004
0.0,-3.0,2.7
0.20000000000000018,-3.0,2.7056
0.40000000000000036,-3.0,2.7448
0.6000000000000001,-3.0,2.8512000000000004
0.8000000000000003,-3.0,3.0584000000000007
1.0,-3.0,3.4000000000000004
1.2000000000000002,-3.0,3.9096000000000006
1.4000000000000004,-3.0,4.620800000000001
1.6000000000000005,-3.0,5.567200000000003
1.8000000000000007,-3.0,6.782400000000004
2.0,-3.0,8.3
2.2,-3.0,10.1536
2.4000000000000004,-3.0,12.376800000000003
2.6000000000000005,-3.0,15.003200000000007
2.8000000000000007,-3.0,18.06640000000001
3.0,-3.0,21.599999999999998
-3.0,-2.8,-16.7048
-2.8,-2.8,-13.171199999999995
-2.6,-2.8,-10.108
-2.4,-2.8,-7.4815999999999985
-2.2,-2.8,-5.258400000000002
-2.0,-2.8,-3.4048000000000003
-1.7999999999999998,-2.8,-1.8871999999999987
-1.5999999999999999,-2.8,-0.6719999999999997
-1.4,-2.8,0.2744
-1.2,-2.8,0.9855999999999996
-1.0,-2.8,1.4951999999999994
-0.7999999999999998,-2.8,1.8367999999999995
-0.5999999999999996,-2.8,2.0439999999999996
-0.3999999999999999,-2.8,2.1503999999999994
-0.19999999999999973,-2.8,2.1895999999999995
0.0,-2.8,2.1951999999999994
0.20000000000000018,-2.8,2.200799999999999
0.40000000000000036,-2.8,2.2399999999999993
0.6000000000000001,-2.8,2.3463999999999996
0.8000000000000003,-2.8,2.5536
1.0,-2.8,2.895199999999999
1.2000000000000002,-2.8,3.4048
1.4000000000000004,-2.8,4.1160000000000005
1.6000000000000005,-2.8,5.062400000000002
1.8000000000000007,-2.8,6.277600000000003
2.0,-2.8,7.7951999999999995
2.2,-2.8,9.648800000000001
2.4000000000000004,-2.8,11.872000000000003
