x,output
27.143800542862888,-18689.261738381527
105.29775150044624,-17228.208537343606
18.98084710092368,12616.82503463947
54.89131156209631,-55110.83475148252
74.23605353147425,8911.673654425002
33.74752123853722,13170.763549149617
45.64064886406603,-12304.827864448813
6.528110691648182,-53376.01126992967
14.265040182005349,15294.922413079168
22.589631153092167,4643.712650175923
42.32979441894741,-15110.753275641808
92.29358459789832,11905.321125986657
11.195201779740556,-54133.89740535625
36.54149368898986,-37470.744779916495
51.9840204961732,-39350.45238653076
51.9294988377249,17397.98407677273
101.30837769187066,-30601.38296670417
54.79393717918575,21333.247860075608
22.31229009318987,22761.698617082333
118.1656062918283,39929.489208083054
23.88034358404316,34238.55852903701
66.07609158526127,11331.442902036766
101.19818416813408,1015.8326963845813
67.97714505613231,8537.196315726651
114.92560661968308,-709.6602091073455
17.216753430163173,4557.37394006758
24.5257544517114,30037.963945287865
77.94934257000286,68840.00012858203
45.89893609082191,-24061.917018751174
81.29252730829072,9780.572940316351
36.43750066959518,-43021.65384122299
38.60070556137019,-22742.914719653367
61.56872414615234,-62.70640040299941
34.81280068162272,-32849.62966729748
56.33457324692603,-20701.83807302667
11.473155009230773,5991.089374030021
88.78680868552436,-9885.912571948336
48.64738373826794,-2826.5616580785563
61.5504577842353,24815.55569775713
4.176927394833469,23876.46978735108
64.34215884885135,-25642.9635198752
122.3648743624334,-14606.137419406954
20.45994101255167,-9140.115246697573
53.01527763499404,49447.3747125282
56.61159882375616,-7082.49003586652
21.991946124328702,10887.805242455916
8.71966197169389,-15059.29382602812
19.69971847933743,-31231.41666633894
24.04181754038689,35212.08133395837
28.18656206874397,-32469.21323932745
14.610316480657596,-12178.44252106678
165.84454193568175,31781.463380982303
92.41616363350676,34270.74758562128
15.417567810361405,13047.71393325987
52.21576279374224,52853.01059340312
24.66004121062235,-8206.073926133773
52.82657947192591,-687.9482038693045
72.22063626711362,35894.89164691152
-0.6391355895101489,5744.740690952944
54.34077557119432,11236.157874751072
97.26393198174942,-19710.739680796178
12.524999242370932,54713.69251070331
27.2814433472869,-8793.374382131606
68.19985171706304,-51711.16002360101
27.173246125317498,-33255.75084725054
4.381540615838466,23696.732955631247
14.951064376397891,24629.225717240777
2.6788564716008656,28313.150561608378
58.87055430448568,25639.733734324825
13.16497949020738,-9451.54725668619
38.498614814835015,8647.929733793871
34.92118608921516,-14292.018174699728
10.966099237526244,34698.062654060705
29.21858763747712,3574.931982141865
20.870191850746345,-23705.480033626136
13.246894045915534,-1952.4602701374884
26.432997403801103,-1703.179103237189
86.8070833796968,18683.371846808936
67.68411454267402,3044.25078631553
8.427471586905916,-9526.952298776614
57.03035263420253,-46998.83227133087
122.925884020939,98069.57906896892
37.36547024252237,399.5728981810969
