x,y,z,output
-547.5472915665413,-478.8558958449841,-446.51008876859976,41.9256208715015
-417.3737760253409,-482.6970904939576,-410.8902157250093,-57.23676817503833
-404.10208327947385,-445.36495595950896,-537.8422439249227,-133.31161188126612
-591.2954733778588,-621.1990708264934,-512.3854447276432,105.22718163895014
-603.9635816894039,-438.5695057608436,-445.5948027421861,212.5168165974608
-524.7472144629214,-470.6510344935726,-428.0549363140119,208.37984320369003
-475.6273509959093,-510.3885762696135,-656.6186914819378,179.43187859807307
-531.4508307658398,-571.4044221177298,-589.0518488464286,278.92742730379365
-439.7780396340796,-240.9710757430651,-422.04139805530633,171.276540219162
-361.6606681923185,-342.95395976734244,-469.3736727910735,-271.7735896121606
-433.4544609110821,-216.39599973846168,-507.9907233637769,134.67131990336387
-506.7347428213429,-285.61320957164924,-613.9240501470377,-76.00779683278554
-406.5287285528848,-265.9703534943269,-530.3274443716513,139.84458316979192
-612.0857982335715,-299.01627858578684,-464.64962585452616,-33.37018972385467
-538.2040875083533,-256.1724441647559,-451.2238075440878,-266.55138474270666
-346.3556968704368,-228.46729432196383,-440.6143769725473,93.35535526004672
-372.0703189769977,-124.70509143310905,-340.1598556472176,243.83381374603587
-407.9017409136022,-27.59862694290716,-406.65938465664,59.57347532020001
-449.1195719401018,41.789781282141576,-590.3411760049815,60.28130238692709
-566.8496576081369,29.44945122637299,-527.180691077669,34.766369567235934
-493.9014437109061,-54.290161764308095,-322.16848683467333,-120.99554302417728
-426.1289088835841,-38.65553989358168,-462.6290461998242,-144.76954548071413
-399.92957853051337,34.855421471057895,-389.1448392916174,-49.65214498122141
-396.3247167673336,74.09235383918111,-560.3604698281987,-38.57417849096362
-455.1023924567583,262.80011699026846,-493.3763752875858,8.625203790952508
-439.1615793865121,314.94447044707323,-612.5620130108687,117.54093661570845
-434.2692374298204,207.80887694720437,-508.3691294689527,-137.6641502923045
-710.4567171281666,390.5142274324575,-411.23243743597817,-171.1897144334007
-525.197547026925,271.24089900206485,-557.3468498650931,-80.22368117257754
-470.648532741712,244.08349107231072,-581.7446774943627,130.6154883098723
-529.6898266134791,188.69345126564696,-441.9909749831232,28.73125580450348
-586.0143668537162,324.56316775419583,-475.44024495558256,-23.554358952103957
-513.9399401831826,441.5383923302028,-546.851162590096,-131.6272815662124
-453.27019772090586,439.7370348609683,-482.70673569915857,181.08144405980812
-579.621116160252,364.7726737216893,-639.8793540435211,208.61338613725968
-517.0907820232342,522.7882622788965,-562.4100095652096,-322.61166647120507
-548.7722409997198,593.4432163127454,-425.1185471023878,77.6643541304046
-439.9975716608854,455.54270731029874,-533.6834074816888,231.52170352939487
-420.0456374309025,491.8553566116659,-354.12379524307426,60.44922355854399
-621.4220434469224,469.0643499715243,-557.4590724288828,83.74883195736419
-236.73008259580047,-460.67686941875337,-454.4762074277723,-347.939266669093
-213.83210832734724,-498.29922441720106,-633.9657221400616,83.83411895479288
-199.39996440639763,-547.0269567432455,-507.7927497968962,2.8251369496961543
-257.5909335823209,-580.5278933124066,-434.7071823185573,-46.23090989315452
-248.4155182998936,-512.3769159490512,-499.6004201702783,203.9883069573605
-186.43454227827743,-476.9621039095033,-583.6338869905213,-107.59584881461988
-295.1339158470611,-427.0199628655027,-527.3535061275677,151.96312682344606
-339.07376367296337,-539.0681264182191,-443.67261858629394,107.191234198516
-314.30422596553586,-253.52942601922,-498.3861936051701,-336.75932959724446
-173.23068131710968,-210.09418044063364,-517.1931699609148,-302.021321358307
-295.56071056853585,-241.03697723149008,-481.7414078945602,-68.68954187936433
-371.2517237380315,-257.02775011096503,-411.3281924681231,4.427034613675156
-278.4180918594864,-390.86189849231306,-575.5044190234465,139.03081392038635
-188.8159910652809,-190.38738510894407,-565.3007648733205,111.654852540196
-175.07323898701893,-237.22699494938857,-491.8930905334773,-108.57185061075609
-216.13260269264435,-274.3436626426403,-469.69765056947006,-51.05848996137424
-214.15169060082985,-60.51507717319949,-386.2993980870141,-36.85772986270315
-433.7556234398055,132.96672436080448,-559.323696102256,-375.0043206524013
-231.4934085297375,7.332130664236956,-491.351207232729,-188.7140705369717
-389.9850609569815,6.981546619944388,-449.3560218746119,-132.6689658437226
-312.8216738992682,-41.2013783979214,-502.0094805195949,-292.11209105670457
-169.27483458901688,-67.30490595882905,-479.983852865686,-56.77224813718722
-317.792095687635,-77.39166358575858,-556.3040249276103,-60.65369158979396
-319.7951070367899,66.07801681050708,-659.6025955846349,230.97831731962543
-128.6260244532802,186.8272905469653,-534.1369677742944,203.8836900393605
-359.39671098684204,145.3949421263966,-612.1189071508629,-511.66616885900254
-204.4845383572211,328.50277012718993,-449.93497991571394,-59.58746173814451
-321.17726099566545,334.092506672572,-500.68491859268056,173.4369161253951
-281.6156992121135,297.0414791854525,-365.932388374955,81.35353543150522
-320.513473259235,259.5367235319045,-404.3820216149047,-111.83394421570824
-226.8772733781323,275.61033486409065,-572.6875948640879,101.19507986331678
-262.0176774611298,164.38354925254762,-455.4452893831576,-247.395249662653
-240.320862168306,496.0691850043156,-479.652386547772,8.244609816057233
-269.1760264278604,598.4657945835656,-447.737684352345,71.19418775224216
-220.528596060846,418.1749005496777,-530.8587892855659,64.38674370226785
-207.7654361889433,452.2254255252087,-498.9131702661045,-238.67476300523413
-238.3513842692089,402.4952962808963,-584.9353845159359,193.47978307512952
-360.6500153233985,416.5584634094653,-468.2078881605054,61.12029266442463
-302.35070008041055,442.1593986642984,-585.1421196028431,-19.976584848205142
-205.5803939326937,437.9830405138847,-447.9845102764253,46.506410957994206
-125.51796002772755,-520.2851700550627,-394.8607593945914,2.999428542536047
-79.14971166539473,-411.95762399575307,-597.8317939476519,-120.32352160804844
-33.514897360082145,-547.4670261783554,-459.86854286253975,-93.14727120400757
-80.07561315760026,-601.3556334277322,-621.5957378531954,-3.012370675359346
50.0111663267633,-521.3761803031465,-527.6220440210824,-1.1288782508830466
-48.422222506065296,-486.6465438034556,-524.4782899141187,111.1907778460324
12.095844770946927,-404.09001589542817,-441.6912025051946,71.70087370419878
7.769990262387711,-486.7902106311605,-514.2290206537118,-59.599894843566645
114.91073361116372,-204.80761302168844,-398.6197811389313,-64.20103070659869
