x,y,z,output
-497.8961495888564,-643.5864863284794,-661.9825290401014,-2744345.234453183
-502.7568233099371,-425.7431884551611,-619.9637125866643,-1396861.0520565712
-528.4823660636993,-578.8801437264129,-536.4715571764814,754185.7241646174
-628.9940212968094,-652.9100392527296,-446.640405409242,-934448.016987812
-440.9210208044813,-366.3402727745426,-487.9441097413285,651997.7128104867
-553.5676847005441,-495.9101185481952,-522.8755833850078,372175.87205041305
-473.9698082958047,-545.9450286082289,-399.4983578621543,1368551.455000535
-503.1045215239105,-500.4564569441684,-638.9430081785063,991461.154131586
-420.9221966685161,-407.0876051940509,-484.9801421921276,372211.07837022434
-478.3977404815553,-354.446380194945,-425.98898244827785,-594643.1565465461
-570.7599246200546,-297.914997299169,-403.4296077377083,800202.5762482149
-420.54233356688985,-292.3171436172506,-495.43675594688784,-339810.65283045825
-507.9019143065853,-277.21064297018967,-606.8785653606224,-1090890.3761252286
-533.2176046626261,-249.5093280432532,-533.2629184850308,179156.64515687438
-437.1603981196769,-237.0655092552184,-516.6370793467063,421477.11656027735
-370.4172436592749,-226.9664731175051,-562.9738918457016,45565.49540536001
-509.6834847441463,-9.075502294544712,-457.11505875297104,-1970671.8602230663
-424.31243297422094,-51.57684464995273,-387.4857101339187,470303.3390076055
-567.7645444269473,16.068812811926747,-534.7509739330303,653907.3581080202
-430.3397499959444,-113.53091392592177,-471.3900721649829,3188094.543400573
-475.5765533647103,-97.78395830249738,-499.5412306005598,-170465.63351872674
-482.18243214167234,-10.357321487931692,-570.9501291082508,-172107.23340389528
-550.6354432839423,68.92588016564791,-483.73280536531,-386380.9989277649
-414.25937510596856,-24.34299646049112,-646.2910644254785,-94070.62487811087
-529.8128807880709,258.94540317133186,-415.2321212329804,-392769.1441860528
-591.2749580017871,250.14893939849043,-605.3792265534661,-1163965.3463825723
-458.43634819709774,108.83999710143092,-367.311883429009,711612.4501925387
-508.4109690296689,213.86994546545537,-492.0679419961925,418317.4379485242
-515.17773879529,366.9860303198528,-542.9402266969213,-1107216.5987963728
-458.0262075925376,293.01397263048057,-578.797613314451,219698.08703515265
-513.1622812891333,252.3977479723501,-450.9577234441072,267243.9347239897
-416.4496341732299,282.8839241361353,-554.5436584407106,-1092177.384758503
-428.564608990047,576.8037440426239,-602.1146801233247,245772.75517904197
-595.5885804778409,495.1986945029519,-403.480907808185,-21131.84569886248
-477.35725426545287,504.3868650951292,-456.7443217226849,872800.0661567675
-564.4457190779467,590.9104296882922,-395.4422932595505,-164539.71082373394
-623.9903340188057,603.6355577750599,-395.1306303442598,212580.33803307175
-525.8291706478559,280.8771108902436,-564.4956478351226,-1348123.5189257222
-432.86644757843686,478.61940350080914,-395.5024161674353,-947848.7565417206
-440.19768859768624,446.456202639335,-413.7122485836655,-1707914.3240710762
-305.7300779393423,-813.2687862808895,-581.0332097382711,1122531.0406880905
-246.2079457760518,-493.22409910784273,-394.7214060119685,-2175269.1994985314
-203.51620533229203,-408.7122381705346,-441.1548828646574,416157.0092463306
-186.13731754833557,-448.4924015842441,-442.1309372922416,239158.60446793077
-146.74028214742896,-550.3402822035939,-581.0985912514062,948406.7745471871
-269.02187662202545,-607.8553098015796,-500.3133223194902,-83056.70990877852
-186.75960535314965,-524.4044953203364,-620.8245058939837,261687.1442937136
-232.03696253081063,-446.3578763661779,-459.8739536661555,1050046.0903240836
-242.95416531868472,-280.64160451729686,-486.4933728005936,48570.94122177089
-287.33766335108754,-265.08635343598235,-595.1094164650851,-93384.24235140142
