x,output
0.0,0.0
0.01001001001001001,0.049779386101821956
0.02002002002002002,0.09893767566618934
0.03003003003003003,0.14735732806555027
0.04004004004004004,0.1949238324663609
0.050050050050050046,0.24152596586511557
0.06006006006006006,0.2870560402791581
0.07007007007007007,0.3314101385781396
0.08008008008008008,0.3744883384756944
0.09009009009009009,0.41619492423549637
0.10010010010010009,0.4564385856812137
0.11011011011011011,0.4951326041359303
0.12012012012012012,0.532195024953222
0.13013013013013014,0.5675488163391946
0.14014014014014015,0.6011220142022835
0.15015015015015015,0.6328478528054076
0.16016016016016016,0.6626648810330495
0.17017017017017017,0.6905170641239011
0.18018018018018017,0.7163538707577916
0.19019019019019018,0.7401303454235768
0.20020020020020018,0.7618071660324541
0.21021021021021022,0.7813506867786455
0.22022022022022023,0.7987329662865178
0.23023023023023023,0.8139317811198379
0.24024024024024024,0.8269306247649602
0.2502502502502503,0.8377186922351832
0.2602602602602603,0.8462908504782415
0.2702702702702703,0.8526475948028139
0.2802802802802803,0.856794991572972
0.2902902902902903,0.8587446074515735
0.3003003003003003,0.858513425504661
0.3103103103103103,0.8561237485088893
0.3203203203203203,0.8516030898328071
0.3303303303303303,0.844984052290398
0.34034034034034033,0.8363041953915946
0.35035035035035034,0.8256058914394493
0.36036036036036034,0.8129361709472394
0.37037037037037035,0.7983465578709534
0.38038038038038036,0.7818928951733004
0.39039039039039036,0.7636351612545806
0.40040040040040037,0.7436372778034127
0.41041041041041043,0.7219669096363932
0.42042042042042044,0.6986952571102704
0.43043043043043044,0.6738968417030825
0.44044044044044045,0.6476492853719777
0.45045045045045046,0.62003308430503
0.46046046046046046,0.5911313776923351
0.47047047047047047,0.5610297121479786
0.4804804804804805,0.5298158024191157
0.4904904904904905,0.4975792890214234
0.5005005005005005,0.4644114934415402
0.5105105105105106,0.43040517154686503
0.5205205205205206,0.39565426584121005
0.5305305305305306,0.36025365720135494
0.5405405405405406,0.3242989167245263
0.5505505505505506,0.28788605831027675
0.5605605605605606,0.2511112925921739
0.5705705705705706,0.21407078282518882
0.5805805805805806,0.1768604033237116
0.5905905905905906,0.13957550103277944
0.6006006006006006,0.10231066080141232
0.6106106106106106,0.0651594749119687
0.6206206206206206,0.028214317403203303
0.6306306306306306,-0.008433876292710694
0.6406406406406406,-0.044695823897489745
0.6506506506506506,-0.08048410453630733
0.6606606606606606,-0.11571336022820211
0.6706706706706707,-0.150300490177516
0.6806806806806807,-0.1841648374490516
0.6906906906906907,-0.21722836763296305
0.7007007007007007,-0.2494158391294814
0.7107107107107107,-0.2806549647083504
0.7207207207207207,-0.31087656402324704
0.7307307307307307,-0.3400147067874126
0.7407407407407407,-0.3680068463431475
0.7507507507507507,-0.3947939433846693
0.7607607607607607,-0.4203205796210039
0.7707707707707707,-0.4445350611930335
0.7807807807807807,-0.4673895116864567
0.7907907907907907,-0.488839954610183
0.8008008008008007,-0.508846385237495
0.8108108108108109,-0.527372831735111
0.8208208208208209,-0.5443874055329799
0.8308308308308309,-0.5598623409152047
0.8408408408408409,-0.5737740238397964
0.8508508508508509,-0.5861030100220084
0.8608608608608609,-0.596834032342674
0.8708708708708709,-0.6059559976692214
0.8808808808808809,-0.6134619732028197
